name,permalink,perfect_match,schools,school_subjects,job_titles,founded_on,location,undisclosed_amount,fund 0,categories,fund 1,fund 2,fund 3,fund 4,fund 5,fund 6,fund 7,fund 8,fund 9,fund 10,fund 11,fund 12,fund 13,fund 14,fund 15,fund 16,fund 17,fund 18,fund 19,fund 20,fund 21,fund 22,fund 23,fund 24,fund 25,num_fund_rounds
Incite Media Labs,incite-media-labs,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Indicator Ventures,indicator-ventures,no,,,"Co-Founder & General Partner, Board Member, Board Member, Board Member, Board Member",2014,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
IndieVoic.es,indievoic-es,no,"harvard-business-school, harvard-business-school, university-of-belgrade","Private Equity Executive Education Course, HBS, Executive Education, General Manager Program, Law","Co-founder and founding Managing Director (CEO), Board member / Investor, Founder, Co-founder, managing partner",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
IndustryMaps,industrymaps,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
innov8tiv,innov8tiv,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Inspired Review,inspired-review,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
InstantVisors,instantvisors,no,"harvard-business-school, cornell-university","unknown, Bioengineering","MBA Summer Intern, Founder, Management Consultant, Partner, Principal, Strategic Innovation, Founder",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
InstaTechie,instatechie,no,university-of-california-berkeley,Psychology,"Founder, Design Team Lead, Host",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
InstaTrade,instatrade,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Intelligent Quisine LLC,intelligent-quisine-llc,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Inventway,inventway,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
iQ License,iq-license,no,princeton-university,Operations Research and Financial Engineering,"Founder & CEO, Co-Founder & CTO, Co-Founder & CTO",2013,"New York, New York",yes,0,"Brand Marketing, Software",,,,,,,,,,,,,,,,,,,,,,,,,,1
Isometric Studio,isometric-studio,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
iYa Ventures,iya-ventures,no,,,"Founder and Managing Partner, Advisor",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Jello Labs,jello-labs-2,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
JewelJam,jeweljam,no,bo-azi-i-university,Business Administration,"Sr. Digital Marketing Manager, Co-Founder, Founder & CMO, Co-Founder & Head of Digital Strategy",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Jinbu,jinbu,no,washington-university-in-st-louis,Urban Studies & Commercial Entrepreneurship,"Founder, Co-founder",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Kadaxis,kadaxis,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Kam.io,kam-io,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Kareeon,kareeon,no,,,"Founder, CEO",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Karta,karta,no,,,"UX Director, Lead Designer, Co-founder, Senior Director, UX Design",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Kate's Goodness,kates-goodness,no,,,Co-founder,2013,"New York, New York",no,2013:150000,"Local, Location Based Services, Mobile",,,,,,,,,,,,,,,,,,,,,,,,,,1
Ken Wroy Inc.,ken-wroy-inc,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Kepler Cannon,kepler-cannon,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Kings Thai Boxing,kings-thai-boxing,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
KITE INVEST,kite-invest,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Koda Labs,koda-labs,no,iona-college,Computer Science,"Founder, CEO",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Kool Kid Kent,kool-kid-kent,no,,,,2013,"New York, New York",yes,0,"Children, Lifestyle, Shopping",,,,,,,,,,,,,,,,,,,,,,,,,,1
Kpass,kpass,no,"university-of-michigan, university-of-michigan","Economics, Accounting","Founder/CEO, Co-Founder & CEO",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Krow,krow,no,,,CEO/Founder,2013,"New York, New York",yes,0,Software,,,,,,,,,,,,,,,,,,,,,,,,,,1
Kyu by Kesi Gibson,kyu-by-kesi-gibson,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lake Whillans,lake-whillans,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lambda,lambda-labs,no,university-of-michigan,"Computer Science, Economics","Co-Founder & CEO, Co-Founder, CEO, Software Engineer, Co-founder, CEO",2012,"San Francisco, California",yes,2021:15000000,"Artificial Intelligence, Cloud Computing, GPU, Hardware, Machine Learning, Software",2021:9500000,2019:4000000,0,,,,,,,,,,,,,,,,,,,,,,,4
latinoTech,ny-latino-tech,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Launch Warrior Ltd.,launch-warrior-ltd,no,"university-of-pennsylvania, columbia-business-school","unknown, unknown","President & Chief Launch Officer, Senior Director, Global Head of Market Positioning and Industry Relations, Senior Director, Head of Marketing and Communications",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Law Street Media,law-street-media,no,,,Founder & CEO,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
LeaDNA,leadna,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Leasebreak,leasebreak,no,,,Founder / CEO,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
LeBoo,leboo,no,,,,2013,"New York, New York",yes,0,"Communities, Mobile, Video",,,,,,,,,,,,,,,,,,,,,,,,,,1
Leebow Partners,leebow-partners,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Legal Simplicity,legal-simplicity,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lexington Wellness,lexington-wellness,no,,,,2013,"New York, New York",no,2014:875000,"Consumer, Health Care, Service Industry",2013:80000,,,,,,,,,,,,,,,,,,,,,,,,,2
Lexus Capital,lexus-capital,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lexvia Inc.,lexvia-inc,no,"columbia-business-school, university-of-south-carolina","Finance and Management, Computer Science and Engineering","Founder & CEO, Founder and CEO",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Liberty Fairs,liberty-fairs,no,,,Founder & Co-Owner,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Liberty United,liberty-united,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Life Ant Insurance,life-ant-insurance,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Linc.net,linc-net,no,pierre-and-marie-curie-university,Information Technology,"Founder / CEO, Founder & CEO",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lion Capital Partners,lion-capital-partners,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Little Arrows,little-arrows,no,,,Founder,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
livecube,livecube,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
LNC Productions,lnc-productions,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Logo Designerz,logo-designerz,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lono,lono,no,,,"Senior Software Engineer, Co-founder",2013,"New York, New York",no,2015:250000,"Consumer Electronics, Hardware, Mobile, Smart Home, Software",2014:250000,2013:160000,,,,,,,,,,,,,,,,,,,,,,,,3
Lookboard.com,lookboard-com,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Loxo Oncology,loxo-oncology,no,"princeton-university, princeton-university","unknown, English","Board of Directors, Founder, President & CEO, Board of Directors, Board Member, Board of Directors, Medical Officer in the Office of Oncology Drug Products, CEO & Co-Founder, Board Observer, Board Member, Partner, Board of Directors, Board of Directors",2013,"New York, New York",no,2014:24000000,"Biopharma, Biotechnology, Genetics, Therapeutics",2013:33000000,,,,,,,,,,,,,,,,,,,,,,,,,2
LT Buddy,lt-buddy,no,,,"Founder, Chief Operating Officer, President, Founder, Founder",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lumer & Neville,lumer-neville,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Luminary Labs,luminary-labs,no,hec-paris,unknown,"Founder & CEO, Angel Investor, Angel Investor, Investor, Investor, Analyst, Independent Board Member, Member of the Advisory Board, President, Investor, Chief Strategy Officer, Angel Investor",2009,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lux Digital,lux-digital,no,,,"Board of Director, Co-Founder and Partner",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Luxury Watches NYC,luxury-watches-nyc,no,,,,2013,"New York, New York",no,2013:2500000,"E-Commerce, Internet, Wearables",,,,,,,,,,,,,,,,,,,,,,,,,,1
Lyte,lyte,no,,,Founder,2013,"San Francisco, California",yes,2021:5000000,"Event Management, Events, Internet, Social Media, Ticketing",0,2020:33000000,2019:15000000,,,,,,,,,,,,,,,,,,,,,,,4
Lytepole,lytepole,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
MADBITS,madbits,no,university-of-paris-sud,Computer Science,"Co-Founder, VP, AI Infrastructure, Senior Software Engineer, Research Scientist",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Made of Sundays,made-of-sundays,no,,,Founder & Designer,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Magnus App - Shazam for Art,magnus-app-shazam-for-art,no,,,"CEO and Founder, Managing Director, Founder",2013,"New York, New York",yes,0,"Apps, Art, Image Recognition, Visual Search",,,,,,,,,,,,,,,,,,,,,,,,,,1
Maintenr,maintenr,no,,,"Vice President, Technology, Founder, Back-End Software Development Lead, Founder, Chief Architect, Software Engineering Guru, Software Engineer, CTO, Senior Engineer / Systems Operations, Senior Software Engineer, Founder, VP, Architecture, Senior Software Engineer, Founder, Lead Engineer, Chief Architect",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
makeoverly,makeoverly,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Mandoyo,mandoyo,no,"university-of-westminster, escp-europe","Business Studies and Finance, European Business","Co-Founder, Capital Markets Audit, Equity Analyst",2013,"New York, New York",no,2013:400000,"E-Commerce, Marketplace, Professional Services, Small and Medium Businesses",2013:300000,,,,,,,,,,,,,,,,,,,,,,,,,2
Martin de Tours Clothier,martin-de-tours-clothier,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
matterBase,matterbase,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
MD Lingo,md-lingo,no,thomas-jefferson-university,,Co-Founder,2013,"New York, New York",no,2014:428000,"Health Care, Information Technology, Medical",,,,,,,,,,,,,,,,,,,,,,,,,,1
Mediander,mediander,no,,,"Founder & CEO, Founder and CEO",2013,"New York, New York",yes,0,"Information Services, Information Technology, Video on Demand",,,,,,,,,,,,,,,,,,,,,,,,,,1
Melo7 Tech Partners,melo7-tech-partners-llc,no,"adelphi-university-garden-city, maurice-a-deane-school-of-law","unknown, unknown","Board Member, President and CEO, Bertelsmann Direct N.A.; CEO, bol.com, Vice Chairman, Partner, Co-founder & Partner, Board Member, Executive Vice President, Worldwide Business Development, Board of Directors, Board, Strategic Consultant",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Meme Inc,meme-inc,no,,,,2013,"New York, New York",yes,0,"Computer, Gaming",,,,,,,,,,,,,,,,,,,,,,,,,,1
Mental Canvas,mental-canvas,no,,,"Professor, Founder and Chief Scientist",2013,"New York, New York",yes,0,"3D Technology, Software",2018:2000000,,,,,,,,,,,,,,,,,,,,,,,,,2
Microlin Bio,microlin-bio,no,"yale-university, university-of-florida","Biostatistics, Finance","Executive Chairman, CEO, Chief Executive Officer, President and CEO, Board Chairman",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Milkbox Partners,milkbox-partners,no,,,"Co-Founder, CEO",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
MLTCConsulting.com,mltcconsulting-com,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
mobiMicro,mobimicro,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Modern Residential,modern-residential,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Movo,movo,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
MS Outlook Ware,ms-outlook-ware,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
My City Plants,my-city-plants,no,,,Founder,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
My Options,my-options,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"MyRng Technologies, LLC",myrng-technologies--llc,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
NanoPharmaceuticals,nanopharmaceuticals,no,,,,2013,"New York, New York",no,2018:1332240,"Biotechnology, Health Care, Pharmaceutical",2017:1995975,2014:2622500,,,,,,,,,,,,,,,,,,,,,,,,3
Naow,naow,no,,,,2013,"New York, New York",no,2013:113000,"Local, Q&A, Social Media",,,,,,,,,,,,,,,,,,,,,,,,,,1
Narrative_,narrative-marketing,no,,,Founder/CEO,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
New Amsterdam Growth Capital,new-amsterdam-growth-capital,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
New Media Investment Group,new-media-investment-group,no,,,,1906,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
New State Capital Partners,new-state-capital-partners,no,,,,2013,"New York, New York",yes,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,1
New York City Football Club,new-york-city-football-club,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Nexlend,nexlend,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Nextlanding,nextlanding,no,,,Co-Founder,2013,"New York, New York",no,2013:20000,"Real Estate, Search Engine",,,,,,,,,,,,,,,,,,,,,,,,,,1
Nichewith,nichewith,no,san-diego-state-university,"Entrepreneurship/Entrepreneurial Studies, Senior",Founder,2013,"New York, New York",no,2014:50000,"Apps, iOS, Location Based Services, Mobile, Photo Sharing, Social Media",,,,,,,,,,,,,,,,,,,,,,,,,,1
Nina Mua - Makeup School,nina-mua-makeup-school,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
NinjaEssays,ninjaessays,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
nKoso,nkoso,no,,,Co-Founder,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
No Man Walks Alone,no-man-walks-alone,no,,,Founder,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Noble Financial Life Science Partners,noble-financial-life-science-partners,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
NOMINUS Capital LLC,new-york-institute-of-finance,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Noquo,noquo,no,,,,2013,"New York, New York",no,2013:600000,"3D Printing, iOS, Software",,,,,,,,,,,,,,,,,,,,,,,,,,1
Notorious,notorious,no,,,"CEO, Co-Founder & CTO, Co-Founder",2013,"New York, New York",yes,0,"Advice, Fashion, Lifestyle, Mobile, Shopping",,,,,,,,,,,,,,,,,,,,,,,,,,1
Nounos Creamery,nounos-creamery,no,,,"National Sales Director, Co-Founder",2013,"New York, New York",yes,0,Food and Beverage,,,,,,,,,,,,,,,,,,,,,,,,,,1
Nouveau Capital,nouveau-capital,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Number Analytics,number-analytics-llc,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
NYC Data Science Academy,nyc-data-science-academy,no,,,"Angel Investor/ Private Investor, Chief Technology Officer and School Director, Chief Technology Officer",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Oberland Capital,oberland-capital,no,,,"Managing Partner & FOUNDER, Partner",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Of Mercer,of-mercer,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
OffOps,offops,no,brown-university-2,Business Economics & International Relations,"Partner & VP of Client Solutions, Business Analyst, Founder & CEO, Analyst, CEO, Executive Project Analyst, Strategy & Operations",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
One Smart Star,one-smart-star,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
OnePlayce,oneplayce,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Opentalks,opentalks,no,,,Founder and CEO,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Origin Vape,origin-vape,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Orkila Capital,orkila-capital,no,university-of-washington,unknown,"Board Member, Board Member, Board Member, Founder and Managing Partner, Board Member, Board Member, Managing Director & Vice President",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Outlier Venture Partners,outlier-venture-partners,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Overture.me,overture-me,no,,,Founder & CEO,2013,"New York, New York",yes,0,"Social Media, Video",,,,,,,,,,,,,,,,,,,,,,,,,,1
OWNONLY,ownonly,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Padspin,padspin,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pagevamp,pagevamp,no,,,"CEO, co-CEO, Team Member",2013,"New York, New York",yes,0,"Apps, Social Media, Software",2014:350000,2013:20000,,,,,,,,,,,,,,,,,,,,,,,,3
ParaShoot,parashoot,no,,,,2013,"New York, New York",no,2013:150000,"Hardware, Software, Video",,,,,,,,,,,,,,,,,,,,,,,,,,1
Passo,passo,no,,,,2013,"New York, New York",no,2015:1125000,"E-Commerce, Internet, Retail, Shopping, Software",,,,,,,,,,,,,,,,,,,,,,,,,,1
Pathfinder App,pathfinder-app,no,"chestnut-hill-college, aberystwyth-university","Introduction to Diplomacy and International Affairs, Communication Sciences","Co-Founder and CEO, Business Consultant, Co-Founder and CEO",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
PathJump,pathjump,no,cornell-university,Applied Economics & Management,Founder/CEO,2013,"New York, New York",no,2013:150000,"Internet, Professional Networking, Recruiting",,,,,,,,,,,,,,,,,,,,,,,,,,1
PathSIght,pathsight,no,,,CEO & Founder,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
PayQix,payqix,no,,,,2013,"New York, New York",no,2017:11000000,"Advertising, B2B, Consulting, Digital Marketing, Marketing, Social Media",,,,,,,,,,,,,,,,,,,,,,,,,,1
Peaceful Dumpling,peaceful-dumpling,no,,,co-founder,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pergament LOHAS Fund,pergament-lohas-fund,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Perkla,perkla,no,columbia-business-school,,"VP Business Development, Co-Founder",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
PetPlus,petplus,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
picsell,picsell,no,,,Founder,2013,"New York, New York",yes,0,"E-Commerce, Information Services, Marketplace, Meeting Software",,,,,,,,,,,,,,,,,,,,,,,,,,1
Planetary,planetary,no,,,"Director of Design, Senior Product Design Lead, Founder",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Power Light and Sound Company,power-light-and-sound-company,no,"george-washington-university-law-school, connecticut-college","unknown, Psychology",Founder,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Prinkshop,prinkshop,no,,,Founder,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Project Shoe,project-shoe,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Promotify,promotify,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Prose Media,prose-media,no,,,Founder / Editor-in-Chief,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Prospect Hill Partners LLC,prospect-hill-partners-llc,no,"harvard-business-school, university-of-california-berkeley","Business Administration, Finance & English Literature","Board Advisor, Board Director, Board Advisor, President Digital Media & CMO, Time Inc Affluent Media Group, Founder & Partner, Board Director, Board Director, Chief Marketing Officer and President Digital Media, AEPC, Chief Marketing Officer, AEPC, Board Director, Board Director, President & CXO, Board Advisor, President & CXO, Board Advisor",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Proto venture technology,proto-venture-technology,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Proxy Insight,proxy-insight,no,,,Managing Director & Co-Founder,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Public House,public-house,no,,,"Managing Director, Venture Fellow, Co-Founder & CEO, Sr. Engagement Manager",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Purple Cloud,purple-cloud,no,massachusetts-institute-of-technology-mit,CSEE,"Founder, Director, Engineering, Founder & CEO, Engineer, Engineer, Principal Architect, Engineer",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
